Name;Location;Audience;Audience_Qaulity;Price1;Post_kind1;Price2;Post_kind2;Price3;Post_kind3;Price4;Post_kind4
Анастасия;Москва, Россия;10 993;<span>30%</span>;5 244 ₽;Пост + Stories;2 622 ₽;Серия Stories (3-5);3 670 ₽;Пост в ленте;1 573 ₽;Stories
Кристина;Москва, Россия;8 668;<span>40%</span>;4 252 ₽;Пост + Stories;2 126 ₽;Серия Stories (3-5);2 976 ₽;Пост в ленте;1 275 ₽;Stories
Юлия;Екатеринбург, Россия;3 611;<span>36%</span>;2 076 ₽;Пост + Stories;1 038 ₽;Серия Stories (3-5);1 453 ₽;Пост в ленте;622 ₽;Stories
Марина;Краснодар, Россия;4 498;<span>29%</span>;2 586 ₽;Пост + Stories;1 293 ₽;Серия Stories (3-5);1 810 ₽;Пост в ленте;775 ₽;Stories
Юлия;Казань, Россия;3 177;<span>38%</span>;1 827 ₽;Пост + Stories;913 ₽;Серия Stories (3-5);1 278 ₽;Пост в ленте;548 ₽;Stories
Ольга;Краснодар, Россия;6 961;<span>32%</span>;3 688 ₽;Пост + Stories;1 844 ₽;Серия Stories (3-5);2 581 ₽;Пост в ленте;1 106 ₽;Stories
Юрий;Тверь, Россия;4 594;<span>26%</span>;2 641 ₽;Пост + Stories;1 320 ₽;Серия Stories (3-5);1 848 ₽;Пост в ленте;792 ₽;Stories
Виктория;Москва, Россия;5 589;<span>57%</span>;3 138 ₽;Пост + Stories;1 569 ₽;Серия Stories (3-5);2 196 ₽;Пост в ленте;941 ₽;Stories
Olga;Москва, Россия;1 678;<span>17%</span>;964 ₽;Пост + Stories;482 ₽;Серия Stories (3-5);674 ₽;Пост в ленте;289 ₽;Stories
Анна;Москва, Россия;10 945;<span>37%</span>;5 004 ₽;Пост + Stories;2 502 ₽;Серия Stories (3-5);3 502 ₽;Пост в ленте;1 501 ₽;Stories
Станислав;Москва, Россия;7 988;<span>14%</span>;4 220 ₽;Пост + Stories;2 110 ₽;Серия Stories (3-5);2 954 ₽;Пост в ленте;1 266 ₽;Stories
Марина;Москва, Россия;4 911;<span>12%</span>;2 824 ₽;Пост + Stories;1 412 ₽;Серия Stories (3-5);1 976 ₽;Пост в ленте;847 ₽;Stories
Алена;Москва, Россия;50 512;<span>29%</span>;17 397 ₽;Пост + Stories;8 698 ₽;Серия Stories (3-5);12 177 ₽;Пост в ленте;5 219 ₽;Stories
Ксения;Москва, Россия;15 776;<span>40%</span>;6 995 ₽;Пост + Stories;3 497 ₽;Серия Stories (3-5);4 896 ₽;Пост в ленте;2 098 ₽;Stories
Надежда;Ростов-на-Дону, Россия;53 968;<span>34%</span>;18 372 ₽;Пост + Stories;9 186 ₽;Серия Stories (3-5);12 860 ₽;Пост в ленте;5 511 ₽;Stories
Сергей;Москва, Россия;11 575;<span>15%</span>;5 271 ₽;Пост + Stories;2 635 ₽;Серия Stories (3-5);3 689 ₽;Пост в ленте;1 581 ₽;Stories
Алла;Санкт-Петербург, Россия;10 411;<span>36%</span>;4 777 ₽;Пост + Stories;2 388 ₽;Серия Stories (3-5);3 343 ₽;Пост в ленте;1 433 ₽;Stories
Юлия;Екатеринбург, Россия;23 272;<span>46%</span>;9 817 ₽;Пост + Stories;4 908 ₽;Серия Stories (3-5);6 871 ₽;Пост в ленте;2 945 ₽;Stories
Анастасия;Курск, Россия;17 645;<span>47%</span>;7 729 ₽;Пост + Stories;3 864 ₽;Серия Stories (3-5);5 410 ₽;Пост в ленте;2 318 ₽;Stories
Наталия;Хабаровск, Россия;5 142;<span>27%</span>;2 939 ₽;Пост + Stories;1 469 ₽;Серия Stories (3-5);2 057 ₽;Пост в ленте;881 ₽;Stories
Ксения;Краснодар, Россия;1 546;<span>43%</span>;888 ₽;Пост + Stories;444 ₽;Серия Stories (3-5);621 ₽;Пост в ленте;266 ₽;Stories
Надежда;Москва, Россия;17 342;<span>28%</span>;7 610 ₽;Пост + Stories;3 805 ₽;Серия Stories (3-5);5 327 ₽;Пост в ленте;2 283 ₽;Stories
Дмитрий;Москва, Россия;10 098;<span>13%</span>;4 642 ₽;Пост + Stories;2 321 ₽;Серия Stories (3-5);3 249 ₽;Пост в ленте;1 392 ₽;Stories
Наталия;Москва, Россия;4 307;<span>13%</span>;2 477 ₽;Пост + Stories;1 238 ₽;Серия Stories (3-5);1 733 ₽;Пост в ленте;743 ₽;Stories
Анастасия;Екатеринбург, Россия;3 753;<span>33%</span>;2 158 ₽;Пост + Stories;1 079 ₽;Серия Stories (3-5);1 510 ₽;Пост в ленте;647 ₽;Stories
Денис;Красноярск, Россия;9 858;<span>33%</span>;4 566 ₽;Пост + Stories;2 283 ₽;Серия Stories (3-5);3 196 ₽;Пост в ленте;1 369 ₽;Stories
Евгения;Москва, Россия;430 316;<span>41%</span>;105 553 ₽;Пост + Stories;52 776 ₽;Серия Stories (3-5);73 887 ₽;Пост в ленте;31 665 ₽;Stories
Юлия;Москва, Россия;24 433;<span>29%</span>;10 225 ₽;Пост + Stories;5 112 ₽;Серия Stories (3-5);7 157 ₽;Пост в ленте;3 067 ₽;Stories
Ирина;Новосибирск, Россия;4 600;<span>28%</span>;2 645 ₽;Пост + Stories;1 322 ₽;Серия Stories (3-5);1 851 ₽;Пост в ленте;793 ₽;Stories
Юлия;Москва, Россия;25 010;<span>36%</span>;10 424 ₽;Пост + Stories;5 212 ₽;Серия Stories (3-5);7 296 ₽;Пост в ленте;3 127 ₽;Stories
Alina;Москва, Россия;5 871;<span>27%</span>;3 257 ₽;Пост + Stories;1 628 ₽;Серия Stories (3-5);2 279 ₽;Пост в ленте;977 ₽;Stories
Оксана;Москва, Россия;5 081;<span>23%</span>;2 911 ₽;Пост + Stories;1 455 ₽;Серия Stories (3-5);2 037 ₽;Пост в ленте;873 ₽;Stories
Татьяна;Новосибирск, Россия;3 861;<span>30%</span>;2 220 ₽;Пост + Stories;1 110 ₽;Серия Stories (3-5);1 554 ₽;Пост в ленте;666 ₽;Stories
Светлана;Москва, Россия;13 849;<span>26%</span>;6 216 ₽;Пост + Stories;3 108 ₽;Серия Stories (3-5);4 351 ₽;Пост в ленте;1 864 ₽;Stories
Ирина;Красноярск, Россия;4 345;<span>28%</span>;2 498 ₽;Пост + Stories;1 249 ₽;Серия Stories (3-5);1 748 ₽;Пост в ленте;749 ₽;Stories
Анастасия;Москва, Россия;19 484;<span>25%</span>;8 431 ₽;Пост + Stories;4 215 ₽;Серия Stories (3-5);5 901 ₽;Пост в ленте;2 529 ₽;Stories
Яна;Санкт-Петербург, Россия;648;<span>21%</span>;372 ₽;Пост + Stories;186 ₽;Серия Stories (3-5);260 ₽;Пост в ленте;111 ₽;Stories
Юлия;Москва, Россия;14 988;<span>20%</span>;6 679 ₽;Пост + Stories;3 339 ₽;Серия Stories (3-5);4 675 ₽;Пост в ленте;2 003 ₽;Stories
Катерина;Москва, Россия;15 815;<span>37%</span>;7 010 ₽;Пост + Stories;3 505 ₽;Серия Stories (3-5);4 907 ₽;Пост в ленте;2 103 ₽;Stories
Anna;Балашиха, Россия;2 614;<span>38%</span>;1 503 ₽;Пост + Stories;751 ₽;Серия Stories (3-5);1 052 ₽;Пост в ленте;450 ₽;Stories
Ольга;Москва, Россия;47 020;<span>25%</span>;16 624 ₽;Пост + Stories;8 312 ₽;Серия Stories (3-5);11 636 ₽;Пост в ленте;4 987 ₽;Stories
Валентина;Санкт-Петербург, Россия;1 104;<span>16%</span>;634 ₽;Пост + Stories;317 ₽;Серия Stories (3-5);443 ₽;Пост в ленте;190 ₽;Stories
Мария;Санкт-Петербург, Россия;4 453;<span>37%</span>;2 561 ₽;Пост + Stories;1 280 ₽;Серия Stories (3-5);1 792 ₽;Пост в ленте;768 ₽;Stories
Elena;Москва, Россия;12 268;<span>40%</span>;5 563 ₽;Пост + Stories;2 781 ₽;Серия Stories (3-5);3 894 ₽;Пост в ленте;1 668 ₽;Stories
Екатерина;Краснодар, Россия;1 464;<span>20%</span>;841 ₽;Пост + Stories;420 ₽;Серия Stories (3-5);588 ₽;Пост в ленте;252 ₽;Stories
Ксения;Москва, Россия;1 231;<span>17%</span>;708 ₽;Пост + Stories;354 ₽;Серия Stories (3-5);495 ₽;Пост в ленте;212 ₽;Stories
Карина;Москва, Россия;2 443;<span>27%</span>;1 405 ₽;Пост + Stories;702 ₽;Серия Stories (3-5);983 ₽;Пост в ленте;421 ₽;Stories
Евгения;Москва, Россия;5 802;<span>24%</span>;3 229 ₽;Пост + Stories;1 614 ₽;Серия Stories (3-5);2 260 ₽;Пост в ленте;968 ₽;Stories
Валерия;Москва, Россия;2 255;<span>20%</span>;1 297 ₽;Пост + Stories;648 ₽;Серия Stories (3-5);907 ₽;Пост в ленте;389 ₽;Stories
Мария;Санкт-Петербург, Россия;15 775;<span>41%</span>;6 994 ₽;Пост + Stories;3 497 ₽;Серия Stories (3-5);4 895 ₽;Пост в ленте;2 098 ₽;Stories
Анна;Москва, Россия;3 500;<span>19%</span>;2 012 ₽;Пост + Stories;1 006 ₽;Серия Stories (3-5);1 408 ₽;Пост в ленте;603 ₽;Stories
Валерия;Сочи, Россия;4 356;<span>34%</span>;2 504 ₽;Пост + Stories;1 252 ₽;Серия Stories (3-5);1 752 ₽;Пост в ленте;751 ₽;Stories
Катя;Санкт-Петербург, Россия;12 651;<span>19%</span>;5 723 ₽;Пост + Stories;2 861 ₽;Серия Stories (3-5);4 006 ₽;Пост в ленте;1 716 ₽;Stories
Алена;Ногинск, Россия;12 048;<span>36%</span>;5 471 ₽;Пост + Stories;2 735 ₽;Серия Stories (3-5);3 829 ₽;Пост в ленте;1 641 ₽;Stories
Оксана;Москва, Россия;5 351;<span>38%</span>;3 033 ₽;Пост + Stories;1 516 ₽;Серия Stories (3-5);2 123 ₽;Пост в ленте;909 ₽;Stories
Олеся;Екатеринбург, Россия;4 133;<span>21%</span>;2 377 ₽;Пост + Stories;1 188 ₽;Серия Stories (3-5);1 663 ₽;Пост в ленте;713 ₽;Stories
Роман;Москва, Россия;4 388;<span>19%</span>;2 523 ₽;Пост + Stories;1 261 ₽;Серия Stories (3-5);1 766 ₽;Пост в ленте;756 ₽;Stories
Надежда;Москва, Россия;1 875;<span>11%</span>;1 078 ₽;Пост + Stories;539 ₽;Серия Stories (3-5);754 ₽;Пост в ленте;323 ₽;Stories
Юлия;Москва, Россия;25 429;<span>20%</span>;10 569 ₽;Пост + Stories;5 284 ₽;Серия Stories (3-5);7 398 ₽;Пост в ленте;3 170 ₽;Stories
Карина;Санкт-Петербург, Россия;5 367;<span>23%</span>;3 040 ₽;Пост + Stories;1 520 ₽;Серия Stories (3-5);2 128 ₽;Пост в ленте;912 ₽;Stories
Анна;Екатеринбург, Россия;3 413;<span>56%</span>;1 963 ₽;Пост + Stories;981 ₽;Серия Stories (3-5);1 374 ₽;Пост в ленте;588 ₽;Stories
Яна;Москва, Россия;5 666;<span>30%</span>;3 171 ₽;Пост + Stories;1 585 ₽;Серия Stories (3-5);2 219 ₽;Пост в ленте;951 ₽;Stories
Елена;Санкт-Петербург, Россия;3 348;<span>22%</span>;1 925 ₽;Пост + Stories;962 ₽;Серия Stories (3-5);1 347 ₽;Пост в ленте;577 ₽;Stories
Андрей;Москва, Россия;9 600;<span>12%</span>;4 504 ₽;Пост + Stories;2 252 ₽;Серия Stories (3-5);3 152 ₽;Пост в ленте;1 351 ₽;Stories
Виктория;Пятигорск, Россия;6 198;<span>35%</span>;3 392 ₽;Пост + Stories;1 696 ₽;Серия Stories (3-5);2 374 ₽;Пост в ленте;1 017 ₽;Stories
Анна;Керчь, Россия;844;<span>17%</span>;485 ₽;Пост + Stories;242 ₽;Серия Stories (3-5);339 ₽;Пост в ленте;145 ₽;Stories
Полина;Москва, Россия;2 947;<span>25%</span>;1 695 ₽;Пост + Stories;847 ₽;Серия Stories (3-5);1 186 ₽;Пост в ленте;508 ₽;Stories
Зухра;Москва, Россия;3 939;<span>20%</span>;2 265 ₽;Пост + Stories;1 132 ₽;Серия Stories (3-5);1 585 ₽;Пост в ленте;679 ₽;Stories
Ольга;Москва, Россия;616;<span>18%</span>;354 ₽;Пост + Stories;177 ₽;Серия Stories (3-5);247 ₽;Пост в ленте;106 ₽;Stories
Елена;Москва, Россия;4 089;<span>37%</span>;2 351 ₽;Пост + Stories;1 175 ₽;Серия Stories (3-5);1 645 ₽;Пост в ленте;705 ₽;Stories
Натали;Москва, Россия;13 653;<span>23%</span>;6 137 ₽;Пост + Stories;3 068 ₽;Серия Stories (3-5);4 295 ₽;Пост в ленте;1 841 ₽;Stories
Дмитрий;Москва, Россия;4 024;<span>22%</span>;2 313 ₽;Пост + Stories;1 156 ₽;Серия Stories (3-5);1 619 ₽;Пост в ленте;693 ₽;Stories
Юлия;Москва, Россия;84 984;<span>38%</span>;25 900 ₽;Пост + Stories;12 950 ₽;Серия Stories (3-5);18 130 ₽;Пост в ленте;7 770 ₽;Stories
Кристина;Москва, Россия;11 113;<span>47%</span>;5 076 ₽;Пост + Stories;2 538 ₽;Серия Stories (3-5);3 553 ₽;Пост в ленте;1 522 ₽;Stories
Кристина;Воронеж, Россия;19 066;<span>31%</span>;8 273 ₽;Пост + Stories;4 136 ₽;Серия Stories (3-5);5 791 ₽;Пост в ленте;2 481 ₽;Stories
Лера;Москва, Россия;3 178;<span>24%</span>;1 827 ₽;Пост + Stories;913 ₽;Серия Stories (3-5);1 278 ₽;Пост в ленте;548 ₽;Stories
Кристина;Санкт-Петербург, Россия;3 556;<span>27%</span>;2 044 ₽;Пост + Stories;1 022 ₽;Серия Stories (3-5);1 430 ₽;Пост в ленте;613 ₽;Stories
Кристина;Москва, Россия;547;<span>31%</span>;315 ₽;Пост + Stories;157 ₽;Серия Stories (3-5);220 ₽;Пост в ленте;94 ₽;Stories
Софья;Москва, Россия;3 456;<span>29%</span>;1 987 ₽;Пост + Stories;993 ₽;Серия Stories (3-5);1 390 ₽;Пост в ленте;596 ₽;Stories
Марина;Москва, Россия;9 773;<span>33%</span>;4 547 ₽;Пост + Stories;2 273 ₽;Серия Stories (3-5);3 182 ₽;Пост в ленте;1 364 ₽;Stories
Анастасия;Москва, Россия;26 257;<span>45%</span>;10 851 ₽;Пост + Stories;5 425 ₽;Серия Stories (3-5);7 595 ₽;Пост в ленте;3 255 ₽;Stories
Ирина;Москва, Россия;5 815;<span>28%</span>;3 234 ₽;Пост + Stories;1 617 ₽;Серия Stories (3-5);2 263 ₽;Пост в ленте;970 ₽;Stories
Анастасия;Москва, Россия;6 150;<span>30%</span>;3 374 ₽;Пост + Stories;1 687 ₽;Серия Stories (3-5);2 361 ₽;Пост в ленте;1 012 ₽;Stories
Анастасия;Москва, Россия;12 563;<span>37%</span>;5 686 ₽;Пост + Stories;2 843 ₽;Серия Stories (3-5);3 980 ₽;Пост в ленте;1 705 ₽;Stories
Шамиль;Москва, Россия;84 933;<span>31%</span>;25 889 ₽;Пост + Stories;12 944 ₽;Серия Stories (3-5);18 122 ₽;Пост в ленте;7 766 ₽;Stories
Настя;Москва, Россия;3 955;<span>28%</span>;2 274 ₽;Пост + Stories;1 137 ₽;Серия Stories (3-5);1 591 ₽;Пост в ленте;682 ₽;Stories
Настя;Москва, Россия;62 547;<span>40%</span>;20 675 ₽;Пост + Stories;10 337 ₽;Серия Stories (3-5);14 472 ₽;Пост в ленте;6 202 ₽;Stories
Юлия;Москва, Россия;2 914;<span>32%</span>;1 675 ₽;Пост + Stories;837 ₽;Серия Stories (3-5);1 172 ₽;Пост в ленте;502 ₽;Stories
Виктория;Санкт-Петербург, Россия;4 457;<span>36%</span>;2 563 ₽;Пост + Stories;1 281 ₽;Серия Stories (3-5);1 794 ₽;Пост в ленте;768 ₽;Stories
Алёна;Санкт-Петербург, Россия;2 165;<span>34%</span>;1 245 ₽;Пост + Stories;622 ₽;Серия Stories (3-5);871 ₽;Пост в ленте;373 ₽;Stories
Олеся;Уфа, Россия;3 249;<span>20%</span>;1 868 ₽;Пост + Stories;934 ₽;Серия Stories (3-5);1 307 ₽;Пост в ленте;560 ₽;Stories
Александр;Москва, Россия;10 109;<span>16%</span>;4 647 ₽;Пост + Stories;2 323 ₽;Серия Stories (3-5);3 252 ₽;Пост в ленте;1 394 ₽;Stories
Юрий;Москва, Россия;2 589;<span>12%</span>;1 489 ₽;Пост + Stories;744 ₽;Серия Stories (3-5);1 042 ₽;Пост в ленте;446 ₽;Stories
Наталья;Москва, Россия;9 209;<span>39%</span>;4 403 ₽;Пост + Stories;2 201 ₽;Серия Stories (3-5);3 082 ₽;Пост в ленте;1 320 ₽;Stories
Диана;Ногинск, Россия;8 709;<span>44%</span>;4 264 ₽;Пост + Stories;2 132 ₽;Серия Stories (3-5);2 984 ₽;Пост в ленте;1 279 ₽;Stories
